timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-24T18:13:48,Quantized_Run,960694ee-05ab-4267-80a1-5871e2bd4ef8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,56.609149943000034,0.00017880987189141718,3.1586743851738015e-06,42.5,30.085966778031974,10.0,0.0006679313657138869,0.00046365398203399976,0.0001571360876055555,0.0012887214353534424,United States,USA,oregon,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.0.7,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,-121.1871,45.5999,12.671440124511719,machine,N,1.0
